tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-7235,Drummondville CH,Hard,32,C,20231113,285,136440,1.0,,Dominik Koepfer,L,180.0,GER,29.5,211594,,Q,Luca Wiedenmann,R,178.0,GER,25.5,5-7 6-2 6-2,3,R32,97.0,7.0,6.0,88.0,59.0,43.0,15.0,14.0,5.0,7.0,2.0,2.0,73.0,40.0,26.0,17.0,14.0,5.0,10.0,82.0,717.0,549.0,66.0
2023-7235,Drummondville CH,Hard,32,C,20231113,284,210142,,LL,Olaf Pieczkowski,R,183.0,POL,19.6,208343,,,Andrew Paulson,R,191.0,CZE,21.9,4-6 6-3 6-1,3,R32,121.0,10.0,3.0,84.0,52.0,41.0,14.0,13.0,3.0,5.0,14.0,7.0,84.0,45.0,32.0,14.0,13.0,4.0,9.0,558.0,65.0,307.0,178.0
2023-7235,Drummondville CH,Hard,32,C,20231113,283,212259,,Q,Benjamin Thomas George,L,178.0,CAN,20.8,111761,,,Benjamin Lock,R,198.0,ZIM,30.6,6-1 7-5,3,R32,100.0,0.0,2.0,69.0,42.0,29.0,13.0,10.0,3.0,5.0,1.0,1.0,54.0,35.0,21.0,4.0,9.0,2.0,7.0,1852.0,1.0,344.0,149.0
2023-7235,Drummondville CH,Hard,32,C,20231113,282,200267,6.0,,Zizou Bergs,R,185.0,BEL,24.4,106291,,,Luke Saville,R,188.0,AUS,29.8,6-1 6-1,3,R32,50.0,7.0,1.0,39.0,23.0,21.0,9.0,7.0,2.0,2.0,3.0,1.0,40.0,30.0,16.0,1.0,7.0,2.0,7.0,174.0,358.0,308.0,177.0
2023-7235,Drummondville CH,Hard,32,C,20231113,281,202398,,,Michael Vrbensky,R,180.0,CZE,23.8,202169,,Q,Colin Markes,R,188.0,USA,26.7,6-4 3-6 6-3,3,R32,123.0,8.0,7.0,92.0,48.0,37.0,22.0,14.0,7.0,9.0,9.0,5.0,85.0,57.0,39.0,15.0,14.0,6.0,9.0,336.0,152.0,745.0,33.0
2023-7235,Drummondville CH,Hard,32,C,20231113,280,208119,,SE,Liam Draxl,R,185.0,CAN,21.9,105731,,,Steven Diez,R,175.0,CAN,32.6,6-4 6-7(7) 6-1,3,R32,140.0,14.0,5.0,93.0,72.0,50.0,12.0,14.0,4.0,6.0,3.0,3.0,95.0,60.0,41.0,15.0,15.0,4.0,10.0,297.0,185.0,265.0,220.0
2023-7235,Drummondville CH,Hard,32,C,20231113,279,200277,,,Charles Broom,R,178.0,GBR,25.5,207993,,WC,Justin Boulais,L,183.0,CAN,22.0,7-6(4) 4-6 6-2,3,R32,143.0,5.0,6.0,114.0,68.0,44.0,27.0,15.0,8.0,11.0,7.0,1.0,101.0,62.0,41.0,21.0,15.0,6.0,10.0,322.0,166.0,583.0,60.0
2023-7235,Drummondville CH,Hard,32,C,20231113,278,144826,8.0,,Aziz Dougaz,L,188.0,TUN,26.6,209874,,,Maks Kasnikowski,R,180.0,POL,20.3,6-4 3-6 7-5,3,R32,143.0,9.0,3.0,97.0,53.0,37.0,26.0,15.0,7.0,9.0,5.0,5.0,107.0,57.0,46.0,21.0,16.0,7.0,10.0,233.0,261.0,319.0,168.0
2023-7235,Drummondville CH,Hard,32,C,20231113,277,200008,7.0,,Alexis Galarneau,R,180.0,CAN,24.7,122554,,,David Jorda Sanchis,R,198.0,ESP,29.4,6-3 3-6 6-4,3,R32,112.0,5.0,4.0,81.0,53.0,40.0,15.0,14.0,1.0,3.0,5.0,5.0,92.0,50.0,37.0,19.0,14.0,6.0,9.0,198.0,309.0,326.0,163.0
2023-7235,Drummondville CH,Hard,32,C,20231113,276,111454,,,Li Tu,R,183.0,AUS,27.4,126125,,,Maxime Janvier,R,196.0,FRA,27.0,4-6 7-6(3) 6-3,3,R32,124.0,3.0,0.0,93.0,54.0,41.0,25.0,15.0,5.0,6.0,5.0,7.0,113.0,76.0,56.0,16.0,16.0,6.0,8.0,271.0,214.0,288.0,191.0
2023-7235,Drummondville CH,Hard,32,C,20231113,275,105311,,,Joao Sousa,R,185.0,POR,34.6,210389,,,Toby Samuel,R,191.0,GBR,21.1,3-6 6-0 6-3,3,R32,85.0,1.0,2.0,68.0,46.0,33.0,12.0,12.0,0.0,2.0,3.0,3.0,71.0,45.0,26.0,10.0,12.0,5.0,10.0,267.0,216.0,417.0,107.0
2023-7235,Drummondville CH,Hard,32,C,20231113,274,105332,3.0,,Benoit Paire,R,196.0,FRA,34.5,209416,,WC,Juan Carlos Aguilar,R,168.0,CAN,24.9,6-3 6-4,3,R32,65.0,8.0,4.0,58.0,29.0,25.0,16.0,10.0,3.0,4.0,3.0,0.0,49.0,30.0,21.0,9.0,9.0,0.0,3.0,126.0,505.0,769.0,30.0
2023-7235,Drummondville CH,Hard,32,C,20231113,273,126106,5.0,,Ryan Peniston,L,180.0,GBR,28.0,208485,,Q,Kiranpal Pannu,R,185.0,NZL,26.8,6-3 6-1,3,R32,77.0,2.0,0.0,43.0,30.0,23.0,9.0,8.0,2.0,3.0,1.0,3.0,51.0,28.0,16.0,6.0,8.0,3.0,8.0,182.0,344.0,641.0,49.0
2023-7235,Drummondville CH,Hard,32,C,20231113,272,202297,,WC,Dan Martin,U,,CAN,24.5,208467,,Q,Alexander Kotzen,R,185.0,USA,23.3,2-1 RET,3,R32,20.0,0.0,0.0,12.0,9.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,9.0,5.0,3.0,1.0,1.0,0.0,0.0,,,849.0,21.0
2023-2899,Danderyd CH,Hard,32,C,20231113,290,206909,8.0,,Brandon Nakashima,R,188.0,USA,22.2,106187,,,Denis Yevseyev,R,188.0,KAZ,30.4,6-4 6-2,3,R16,96.0,1.0,3.0,61.0,31.0,16.0,18.0,9.0,7.0,10.0,0.0,3.0,54.0,33.0,16.0,7.0,9.0,4.0,10.0,143.0,434.0,228.0,271.0
2023-2899,Danderyd CH,Hard,32,C,20231113,289,105430,7.0,,Radu Albot,R,175.0,MDA,34.0,208071,,Alt,Oleksii Krutykh,R,185.0,UKR,23.6,6-4 6-2,3,R16,101.0,7.0,2.0,56.0,37.0,31.0,10.0,9.0,5.0,5.0,5.0,5.0,93.0,51.0,30.0,20.0,9.0,8.0,11.0,130.0,492.0,236.0,258.0
2023-2899,Danderyd CH,Hard,32,C,20231113,288,207925,3.0,,Flavio Cobolli,R,183.0,ITA,21.5,206904,,,Gauthier Onclin,R,180.0,BEL,22.7,W/O,3,R16,,,,,,,,,,,,,,,,,,,,98.0,619.0,227.0,272.0
2023-2899,Danderyd CH,Hard,32,C,20231113,287,202195,6.0,,Maxime Cressy,R,201.0,USA,26.5,106000,,,Damir Dzumhur,R,175.0,BIH,31.4,6-3 6-7(5) 7-5,3,R16,179.0,18.0,11.0,111.0,63.0,48.0,27.0,17.0,7.0,8.0,2.0,2.0,126.0,89.0,54.0,22.0,16.0,14.0,17.0,127.0,503.0,151.0,410.0
2023-2899,Danderyd CH,Hard,32,C,20231113,286,109739,2.0,,Maximilian Marterer,L,188.0,GER,28.4,209259,,,Arthur Fery,R,175.0,GBR,21.3,7-6(5) 6-1,3,R16,105.0,9.0,2.0,65.0,40.0,28.0,15.0,9.0,4.0,5.0,3.0,4.0,74.0,45.0,28.0,11.0,10.0,4.0,8.0,100.0,616.0,272.0,211.0
2023-2899,Danderyd CH,Hard,32,C,20231113,285,144895,,,Corentin Moutet,L,180.0,FRA,24.5,200384,1.0,,Hugo Gaston,L,173.0,FRA,23.1,2-6 6-4 6-4,3,R32,157.0,1.0,5.0,92.0,64.0,39.0,11.0,14.0,10.0,16.0,2.0,2.0,105.0,61.0,40.0,17.0,14.0,9.0,15.0,133.0,477.0,101.0,609.0
2023-2899,Danderyd CH,Hard,32,C,20231113,284,210696,,Q,Alexander Blockx,R,191.0,BEL,18.5,105814,,Q,Maximilian Neuchrist,R,,AUT,32.3,3-6 6-1 7-6(3),3,R32,118.0,10.0,1.0,81.0,55.0,40.0,17.0,14.0,1.0,3.0,2.0,0.0,85.0,50.0,32.0,19.0,14.0,2.0,5.0,412.0,111.0,247.0,241.0
2023-2899,Danderyd CH,Hard,32,C,20231113,283,210150,,,Jakub Mensik,R,193.0,CZE,18.1,211609,,WC,Max Dahlin,R,188.0,SWE,17.8,6-2 7-6(3),3,R32,79.0,7.0,2.0,63.0,36.0,30.0,16.0,10.0,2.0,2.0,9.0,5.0,62.0,31.0,25.0,14.0,10.0,2.0,4.0,152.0,408.0,925.0,16.0
2023-2899,Danderyd CH,Hard,32,C,20231113,282,209098,5.0,,Hamad Medjedovic,R,188.0,SRB,20.3,105882,,,Stefano Travaglia,R,185.0,ITA,31.8,6-4 6-3,3,R32,72.0,8.0,3.0,57.0,34.0,25.0,9.0,10.0,2.0,5.0,5.0,4.0,52.0,26.0,17.0,9.0,9.0,1.0,6.0,110.0,575.0,186.0,330.0
2023-2899,Danderyd CH,Hard,32,C,20231113,281,105676,4.0,,David Goffin,R,180.0,BEL,32.9,202359,,Q,Marvin Moeller,R,178.0,GER,24.8,6-3 6-2,3,R32,91.0,2.0,0.0,56.0,30.0,21.0,14.0,8.0,3.0,4.0,2.0,2.0,63.0,33.0,17.0,14.0,9.0,3.0,8.0,105.0,594.0,310.0,176.0
2023-2899,Danderyd CH,Hard,32,C,20231113,280,208230,,Q,Alibek Kachmazov,R,185.0,RUS,21.2,209857,,,Leandro Riedi,R,191.0,SUI,21.7,7-6(2) 2-6 6-4,3,R32,136.0,11.0,14.0,111.0,57.0,40.0,26.0,15.0,7.0,11.0,5.0,4.0,95.0,53.0,37.0,24.0,15.0,0.0,3.0,264.0,221.0,160.0,391.0
2023-2899,Danderyd CH,Hard,32,C,20231113,279,106187,,,Denis Yevseyev,R,188.0,KAZ,30.4,200418,,WC,Karl Friberg,R,191.0,SWE,24.6,6-2 6-3,3,R32,75.0,0.0,0.0,50.0,32.0,19.0,11.0,8.0,5.0,7.0,1.0,2.0,55.0,27.0,16.0,9.0,9.0,5.0,11.0,228.0,271.0,440.0,99.0
2023-2899,Danderyd CH,Hard,32,C,20231113,278,206909,8.0,,Brandon Nakashima,R,188.0,USA,22.2,123828,,,Jan Choinski,R,196.0,GBR,27.4,6-4 6-2,3,R32,78.0,12.0,1.0,60.0,34.0,27.0,12.0,9.0,1.0,2.0,2.0,1.0,59.0,37.0,21.0,11.0,9.0,2.0,6.0,143.0,434.0,154.0,401.0
2023-2899,Danderyd CH,Hard,32,C,20231113,277,105430,7.0,,Radu Albot,R,175.0,MDA,34.0,208859,,,Francesco Passaro,R,180.0,ITA,22.8,4-6 6-3 6-4,3,R32,116.0,2.0,3.0,93.0,63.0,44.0,13.0,15.0,6.0,9.0,7.0,3.0,90.0,59.0,41.0,12.0,14.0,8.0,12.0,130.0,492.0,206.0,304.0
2023-2899,Danderyd CH,Hard,32,C,20231113,276,208071,,Alt,Oleksii Krutykh,R,185.0,UKR,23.6,105062,,,Mikhail Kukushkin,R,183.0,KAZ,35.8,6-2 6-1,3,R32,57.0,5.0,0.0,44.0,21.0,17.0,13.0,7.0,1.0,1.0,4.0,0.0,44.0,25.0,16.0,3.0,8.0,3.0,8.0,236.0,258.0,210.0,295.0
2023-2899,Danderyd CH,Hard,32,C,20231113,275,206904,,,Gauthier Onclin,R,180.0,BEL,22.7,209863,,WC,Leo Borg,R,183.0,SWE,20.4,2-6 6-4 6-0,3,R32,102.0,1.0,6.0,82.0,46.0,31.0,16.0,12.0,7.0,11.0,6.0,4.0,64.0,34.0,24.0,9.0,12.0,4.0,10.0,227.0,272.0,380.0,124.0
2023-2899,Danderyd CH,Hard,32,C,20231113,274,207925,3.0,,Flavio Cobolli,R,183.0,ITA,21.5,211451,,,Gilles Arnaud Bailly,R,180.0,BEL,18.1,6-4 6-1,3,R32,81.0,3.0,3.0,53.0,21.0,14.0,22.0,8.0,3.0,4.0,0.0,3.0,63.0,35.0,20.0,10.0,9.0,4.0,9.0,98.0,619.0,468.0,88.0
2023-2899,Danderyd CH,Hard,32,C,20231113,273,202195,6.0,,Maxime Cressy,R,201.0,USA,26.5,106167,,,Joris De Loore,R,191.0,BEL,30.5,6-3 7-6(1),3,R32,101.0,20.0,8.0,59.0,35.0,33.0,13.0,11.0,1.0,2.0,5.0,5.0,79.0,45.0,31.0,15.0,10.0,11.0,13.0,127.0,503.0,145.0,428.0
2023-2899,Danderyd CH,Hard,32,C,20231113,272,106000,,,Damir Dzumhur,R,175.0,BIH,31.4,209284,,Q,Elmer Moller,R,183.0,DEN,20.3,6-4 6-1,3,R32,67.0,0.0,3.0,59.0,34.0,26.0,11.0,9.0,4.0,6.0,2.0,3.0,51.0,22.0,12.0,10.0,8.0,8.0,13.0,151.0,410.0,434.0,102.0
2023-2899,Danderyd CH,Hard,32,C,20231113,271,209259,,,Arthur Fery,R,175.0,GBR,21.3,209983,,Q,Mika Brunold,R,191.0,SUI,19.1,6-4 2-6 6-2,3,R32,111.0,3.0,7.0,84.0,45.0,35.0,15.0,13.0,4.0,7.0,0.0,2.0,70.0,45.0,28.0,15.0,13.0,4.0,8.0,272.0,211.0,575.0,62.0
2023-2899,Danderyd CH,Hard,32,C,20231113,270,109739,2.0,,Maximilian Marterer,L,188.0,GER,28.4,106214,,,Oscar Otte,R,193.0,GER,30.3,6-3 6-0,3,R32,64.0,4.0,1.0,47.0,27.0,22.0,12.0,8.0,1.0,1.0,2.0,1.0,42.0,20.0,15.0,6.0,7.0,2.0,6.0,100.0,616.0,257.0,233.0
2023-2899,Danderyd CH,Hard,32,C,20231113,254,210696,12.0,,Alexander Blockx,R,191.0,BEL,18.5,126129,1.0,,Billy Harris,R,193.0,GBR,28.7,7-6(4) 6-7(2) 6-4,3,Q2,170.0,6.0,6.0,128.0,80.0,53.0,22.0,17.0,5.0,10.0,4.0,6.0,105.0,66.0,45.0,15.0,17.0,2.0,8.0,412.0,111.0,204.0,306.0
2023-2899,Danderyd CH,Hard,32,C,20231113,253,209284,8.0,,Elmer Moller,R,183.0,DEN,20.3,144907,,,Adrian Oetzbach,R,185.0,GER,26.0,6-4 4-6 7-6(2),3,Q2,162.0,7.0,7.0,98.0,55.0,36.0,17.0,16.0,3.0,11.0,3.0,4.0,120.0,72.0,43.0,20.0,16.0,7.0,15.0,434.0,102.0,588.0,60.0
2023-2899,Danderyd CH,Hard,32,C,20231113,252,208230,3.0,,Alibek Kachmazov,R,185.0,RUS,21.2,134794,9.0,,Alexis Gautier,R,198.0,FRA,26.6,4-6 6-3 6-2,3,Q2,126.0,6.0,4.0,107.0,55.0,37.0,28.0,14.0,6.0,8.0,10.0,7.0,82.0,45.0,30.0,16.0,13.0,5.0,9.0,264.0,221.0,405.0,115.0
2023-2899,Danderyd CH,Hard,32,C,20231113,251,105814,4.0,,Maximilian Neuchrist,R,,AUT,32.3,202227,,Alt,Petr Nouza,R,193.0,CZE,25.1,6-7(5) 7-6(4) 6-3,3,Q2,144.0,12.0,2.0,124.0,86.0,61.0,24.0,17.0,7.0,8.0,24.0,8.0,96.0,62.0,51.0,20.0,16.0,2.0,4.0,247.0,241.0,682.0,41.0
2023-2899,Danderyd CH,Hard,32,C,20231113,250,202359,5.0,,Marvin Moeller,R,178.0,GER,24.8,208518,,,Hazem Naw,R,183.0,SYR,23.8,7-6(0) 6-3,3,Q2,109.0,4.0,3.0,73.0,40.0,27.0,20.0,11.0,4.0,7.0,0.0,4.0,80.0,54.0,28.0,14.0,10.0,6.0,10.0,310.0,176.0,564.0,64.0
2023-2899,Danderyd CH,Hard,32,C,20231113,249,209983,,,Mika Brunold,R,191.0,SUI,19.1,105732,6.0,,Pierre Hugues Herbert,R,188.0,FRA,32.6,7-5 6-3,3,Q2,90.0,0.0,3.0,56.0,31.0,26.0,13.0,10.0,0.0,1.0,5.0,2.0,62.0,37.0,24.0,13.0,11.0,2.0,6.0,575.0,62.0,251.0,238.0
2023-2899,Danderyd CH,Hard,32,C,20231113,248,126129,1.0,,Billy Harris,R,193.0,GBR,28.7,211471,,WC,Henrik Bladelius,U,,SWE,19.5,6-1 7-6(4),3,Q1,75.0,2.0,4.0,70.0,44.0,30.0,14.0,10.0,2.0,4.0,2.0,10.0,51.0,28.0,21.0,6.0,9.0,0.0,4.0,204.0,306.0,,
2023-2899,Danderyd CH,Hard,32,C,20231113,247,210696,12.0,,Alexander Blockx,R,191.0,BEL,18.5,200462,,,Andrea Guerrieri,L,180.0,ITA,24.9,7-5 7-5,3,Q1,104.0,3.0,4.0,76.0,45.0,34.0,14.0,12.0,2.0,4.0,0.0,4.0,75.0,51.0,33.0,9.0,12.0,5.0,9.0,412.0,111.0,607.0,56.0
2023-2899,Danderyd CH,Hard,32,C,20231113,246,144907,,,Adrian Oetzbach,R,185.0,GER,26.0,202090,2.0,,Adrian Andreev,R,175.0,BUL,22.5,6-4 6-2,3,Q1,79.0,5.0,0.0,51.0,33.0,23.0,11.0,9.0,4.0,6.0,2.0,3.0,54.0,29.0,15.0,14.0,9.0,2.0,7.0,588.0,60.0,245.0,243.0
2023-2899,Danderyd CH,Hard,32,C,20231113,245,209284,8.0,,Elmer Moller,R,183.0,DEN,20.3,134518,,WC,Patrick Kaukovalta,R,193.0,FIN,24.9,6-4 7-5,3,Q1,80.0,3.0,3.0,54.0,25.0,19.0,19.0,11.0,0.0,2.0,6.0,4.0,76.0,49.0,37.0,6.0,11.0,4.0,8.0,434.0,102.0,781.0,28.0
2023-2899,Danderyd CH,Hard,32,C,20231113,244,208230,3.0,,Alibek Kachmazov,R,185.0,RUS,21.2,105932,,,Nikoloz Basilashvili,R,185.0,GEO,31.7,6-1 6-4,3,Q1,54.0,10.0,2.0,50.0,32.0,27.0,10.0,9.0,0.0,0.0,7.0,3.0,46.0,30.0,21.0,7.0,8.0,1.0,4.0,264.0,221.0,592.0,58.0
2023-2899,Danderyd CH,Hard,32,C,20231113,242,105814,4.0,,Maximilian Neuchrist,R,,AUT,32.3,210569,,WC,Sebastian Eriksson,R,,SWE,18.5,6-4 6-0,3,Q1,76.0,4.0,1.0,44.0,24.0,19.0,13.0,8.0,0.0,0.0,5.0,4.0,67.0,46.0,28.0,6.0,8.0,1.0,5.0,247.0,241.0,1418.0,3.0
2023-2899,Danderyd CH,Hard,32,C,20231113,241,202227,,Alt,Petr Nouza,R,193.0,CZE,25.1,200329,11.0,,Remy Bertola,R,175.0,SUI,25.2,7-6(4) 7-6(4),3,Q1,108.0,9.0,5.0,79.0,53.0,41.0,15.0,12.0,1.0,3.0,2.0,7.0,94.0,43.0,31.0,29.0,12.0,6.0,8.0,682.0,41.0,423.0,105.0
2023-2899,Danderyd CH,Hard,32,C,20231113,240,202359,5.0,,Marvin Moeller,R,178.0,GER,24.8,211596,,,Yaroslav Demin,R,185.0,RUS,18.2,6-3 6-4,3,Q1,85.0,2.0,2.0,49.0,23.0,17.0,16.0,9.0,2.0,4.0,1.0,4.0,65.0,40.0,20.0,12.0,10.0,1.0,6.0,310.0,176.0,1151.0,7.0
2023-2899,Danderyd CH,Hard,32,C,20231113,239,208518,,,Hazem Naw,R,183.0,SYR,23.8,105633,7.0,,Mohamed Safwat,R,180.0,EGY,33.1,6-0 6-1,3,Q1,58.0,3.0,2.0,46.0,23.0,17.0,15.0,7.0,1.0,1.0,2.0,2.0,37.0,23.0,11.0,3.0,6.0,0.0,5.0,564.0,64.0,359.0,138.0
2023-2899,Danderyd CH,Hard,32,C,20231113,238,105732,6.0,,Pierre Hugues Herbert,R,188.0,FRA,32.6,200532,,Alt,Vasil Kirkov,R,185.0,USA,24.6,6-4 6-2,3,Q1,74.0,6.0,0.0,48.0,30.0,24.0,13.0,9.0,2.0,2.0,0.0,4.0,69.0,45.0,27.0,11.0,9.0,6.0,9.0,251.0,238.0,,
2023-2899,Danderyd CH,Hard,32,C,20231113,237,209983,,,Mika Brunold,R,191.0,SUI,19.1,208852,10.0,,Stefanos Sakellaridis,R,196.0,GRE,19.1,6-0 6-3,3,Q1,77.0,4.0,1.0,44.0,24.0,20.0,11.0,7.0,5.0,5.0,3.0,1.0,60.0,31.0,17.0,11.0,8.0,7.0,12.0,575.0,62.0,408.0,115.0
2023-7235,Drummondville CH,Hard,32,C,20231113,270,105902,2.0,,James Duckworth,R,183.0,AUS,31.8,207992,,,Cannon Kingsley,R,188.0,USA,22.5,7-5 6-7(2) 7-6(5),3,R32,164.0,13.0,1.0,101.0,62.0,54.0,25.0,18.0,0.0,1.0,13.0,2.0,135.0,89.0,65.0,24.0,18.0,7.0,9.0,113.0,553.0,418.0,107.0
2023-7235,Drummondville CH,Hard,32,C,20231113,254,208144,1.0,,Giles Hussey,L,185.0,GBR,26.4,208092,8.0,,Filippo Moroni,R,175.0,ITA,22.7,6-5 RET,3,Q2,52.0,1.0,0.0,32.0,21.0,15.0,6.0,6.0,1.0,2.0,1.0,3.0,43.0,25.0,16.0,8.0,5.0,2.0,3.0,472.0,87.0,804.0,25.0
2023-7235,Drummondville CH,Hard,32,C,20231113,253,202169,7.0,,Colin Markes,R,188.0,USA,26.7,200233,,Alt,Nicaise Muamba,R,185.0,CAN,23.2,6-2 6-4,3,Q2,73.0,4.0,3.0,51.0,30.0,24.0,13.0,9.0,0.0,0.0,5.0,6.0,63.0,41.0,31.0,6.0,9.0,3.0,6.0,745.0,33.0,1468.0,3.0
2023-7235,Drummondville CH,Hard,32,C,20231113,252,211594,3.0,,Luca Wiedenmann,R,178.0,GER,25.5,211394,10.0,,Patrick Brady,R,188.0,GBR,18.9,6-4 5-7 6-4,3,Q2,149.0,6.0,4.0,95.0,61.0,45.0,11.0,16.0,1.0,6.0,10.0,2.0,96.0,64.0,40.0,14.0,16.0,8.0,14.0,549.0,66.0,826.0,23.0
2023-7235,Drummondville CH,Hard,32,C,20231113,251,208467,9.0,,Alexander Kotzen,R,185.0,USA,23.3,210142,4.0,,Olaf Pieczkowski,R,183.0,POL,19.6,6-1 6-4,3,Q2,73.0,0.0,0.0,60.0,39.0,30.0,13.0,9.0,3.0,3.0,0.0,1.0,45.0,23.0,13.0,13.0,8.0,2.0,5.0,849.0,21.0,558.0,65.0
2023-7235,Drummondville CH,Hard,32,C,20231113,250,212259,,WC,Benjamin Thomas George,L,178.0,CAN,20.8,212301,,,Junghee You,R,183.0,CAN,18.5,6-2 6-4,3,Q2,63.0,2.0,1.0,45.0,30.0,22.0,5.0,9.0,1.0,4.0,1.0,6.0,55.0,25.0,11.0,11.0,9.0,6.0,12.0,1852.0,1.0,1521.0,2.0
2023-7235,Drummondville CH,Hard,32,C,20231113,249,208485,6.0,,Kiranpal Pannu,R,185.0,NZL,26.8,210672,11.0,,Leo Vithoontien,L,185.0,JPN,24.2,6-3 6-2,3,Q2,77.0,5.0,1.0,63.0,44.0,34.0,6.0,9.0,4.0,5.0,2.0,2.0,44.0,24.0,14.0,8.0,8.0,0.0,4.0,641.0,49.0,898.0,18.0
2023-7235,Drummondville CH,Hard,32,C,20231113,248,208144,1.0,,Giles Hussey,L,185.0,GBR,26.4,202153,,WC,Sid Donarski,R,180.0,CAN,25.9,6-1 6-0,3,Q1,49.0,3.0,2.0,33.0,17.0,11.0,12.0,6.0,0.0,1.0,1.0,5.0,49.0,28.0,10.0,6.0,7.0,5.0,12.0,472.0,87.0,,
2023-7235,Drummondville CH,Hard,32,C,20231113,247,208092,8.0,,Filippo Moroni,R,175.0,ITA,22.7,212525,,WC,Eloi Roux,R,180.0,CAN,18.1,6-1 6-0,3,Q1,55.0,3.0,0.0,45.0,31.0,23.0,8.0,7.0,0.0,0.0,0.0,4.0,37.0,22.0,10.0,3.0,6.0,2.0,7.0,804.0,25.0,,
2023-7235,Drummondville CH,Hard,32,C,20231113,246,200233,,Alt,Nicaise Muamba,R,185.0,CAN,23.2,132999,2.0,,Kai Wehnelt,R,188.0,GER,27.9,6-4 4-6 7-6(3),3,Q1,140.0,11.0,8.0,97.0,64.0,47.0,18.0,16.0,2.0,5.0,12.0,8.0,111.0,68.0,44.0,23.0,16.0,11.0,14.0,1468.0,3.0,532.0,69.0
2023-7235,Drummondville CH,Hard,32,C,20231113,245,202169,7.0,,Colin Markes,R,188.0,USA,26.7,211674,,WC,Kuang Qing Xu,U,,CAN,17.4,6-4 6-3,3,Q1,80.0,4.0,2.0,43.0,24.0,15.0,12.0,9.0,0.0,3.0,4.0,3.0,65.0,32.0,21.0,9.0,10.0,5.0,11.0,745.0,33.0,1852.0,1.0
2023-7235,Drummondville CH,Hard,32,C,20231113,244,211594,3.0,,Luca Wiedenmann,R,178.0,GER,25.5,206573,,,Trey Hilderbrand,R,196.0,USA,23.4,6-3 4-6 6-4,3,Q1,90.0,7.0,1.0,74.0,45.0,40.0,15.0,15.0,2.0,4.0,10.0,7.0,82.0,49.0,38.0,15.0,14.0,4.0,7.0,549.0,66.0,1106.0,8.0
2023-7235,Drummondville CH,Hard,32,C,20231113,243,211394,10.0,,Patrick Brady,R,188.0,GBR,18.9,105560,,Alt,Kelsey Stevenson,R,183.0,CAN,33.4,7-6(4) 6-4,3,Q1,103.0,1.0,0.0,68.0,52.0,32.0,11.0,11.0,4.0,6.0,2.0,0.0,92.0,67.0,42.0,9.0,11.0,7.0,10.0,826.0,23.0,1566.0,2.0
2023-7235,Drummondville CH,Hard,32,C,20231113,242,210142,4.0,,Olaf Pieczkowski,R,183.0,POL,19.6,210058,,,Marko Stakusic ,L,191.0,CAN,20.6,7-6(5) 5-7 6-2,3,Q1,158.0,6.0,1.0,98.0,61.0,47.0,21.0,16.0,2.0,5.0,11.0,14.0,127.0,75.0,51.0,23.0,16.0,10.0,14.0,558.0,65.0,1279.0,5.0
2023-7235,Drummondville CH,Hard,32,C,20231113,241,208467,9.0,,Alexander Kotzen,R,185.0,USA,23.3,207228,,,Roko Horvat,R,191.0,CRO,22.6,6-3 6-1,3,Q1,61.0,1.0,3.0,49.0,26.0,19.0,15.0,8.0,3.0,4.0,2.0,4.0,48.0,31.0,17.0,4.0,8.0,1.0,6.0,849.0,21.0,1030.0,10.0
2023-0544,Montevideo CH,Clay,32,C,20231113,276,105952,,LL,Renzo Olivo,R,178.0,ARG,31.6,126197,,Q,Orlando Luz,R,180.0,BRA,25.7,6-4 3-6 6-4,3,R32,121.0,2.0,2.0,78.0,51.0,36.0,18.0,14.0,5.0,7.0,1.0,4.0,90.0,59.0,41.0,15.0,15.0,4.0,7.0,278.0,206.0,351.0,144.0
2023-7235,Drummondville CH,Hard,32,C,20231113,239,212301,,,Junghee You,R,183.0,CAN,18.5,202346,12.0,,Ben Jones,R,193.0,GBR,25.4,6-3 4-6 7-6(5),3,Q1,133.0,13.0,8.0,115.0,70.0,49.0,23.0,15.0,5.0,7.0,7.0,5.0,103.0,65.0,49.0,18.0,16.0,6.0,9.0,1521.0,2.0,941.0,16.0
2023-0544,Montevideo CH,Clay,32,C,20231113,248,144973,1.0,,Santiago Fa Rodriguez Taverna,R,191.0,ARG,24.3,106380,,,Gonzalo Villanueva,R,175.0,ARG,28.8,7-5 7-5,3,Q1,143.0,3.0,1.0,77.0,42.0,26.0,14.0,12.0,4.0,9.0,0.0,5.0,99.0,64.0,35.0,15.0,12.0,9.0,16.0,256.0,234.0,448.0,96.0
